hsa:440034	DKFZp686K1684; uncharacterized LOC440034
hsa:101927503	uncharacterized LOC101927503
hsa:101929872	uncharacterized LOC101929872
hsa:440031	uncharacterized LOC440031
hsa:102725257	uncharacterized LOC102725257
hsa:102725066	uncharacterized LOC102725066
hsa:102725122	uncharacterized LOC102725122
hsa:101930002	putative uncharacterized protein encoded by LINC00174-like
hsa:101929842	pepsin A-3-like
hsa:101060670	chitobiosyldiphosphodolichol beta-mannosyltransferase-like
hsa:101060510	uncharacterized LOC101060510
hsa:101930145	putative uncharacterized protein encoded by LINC00269-like
hsa:101060256	tripartite motif-containing protein 51-like
hsa:102725147	uncharacterized LOC102725147
hsa:101929208	uncharacterized LOC101929208
hsa:100996646	uncharacterized LOC100996646
hsa:102725195	uncharacterized LOC102725195
hsa:102725205	uncharacterized LOC102725205
hsa:101930162	uncharacterized LOC101930162
hsa:101929992	uncharacterized LOC101929992
hsa:101930011	uncharacterized LOC101930011
hsa:102725229	uncharacterized LOC102725229
hsa:102725258	uncharacterized LOC102725258
hsa:101929967	uncharacterized LOC101929967
hsa:101928395	uncharacterized LOC101928395
hsa:101930023	uncharacterized LOC101930023
hsa:102725208	uncharacterized LOC102725208
hsa:101060443	uncharacterized LOC101060443
hsa:102725144	uncharacterized LOC102725144
hsa:102725149	uncharacterized LOC102725149
hsa:102725152	uncharacterized LOC102725152
hsa:102725189	uncharacterized LOC102725189
hsa:101060458	peptidyl-prolyl cis-trans isomerase A-like
hsa:102725246	uncharacterized LOC102725246
hsa:101929840	uncharacterized LOC101929840
hsa:102725228	uncharacterized LOC102725228
hsa:101930007	uncharacterized LOC101930007
hsa:102725234	uncharacterized LOC102725234
hsa:101929952	uncharacterized LOC101929952
hsa:101929954	uncharacterized LOC101929954
hsa:102725044	uncharacterized LOC102725044
hsa:102725045	uncharacterized LOC102725045
hsa:100288910	uncharacterized LOC100288910
hsa:102725083	uncharacterized LOC102725083
hsa:101929972	putative neurofibromin 1-like protein 4/6-like
hsa:102725154	golgin subfamily A member 6-like protein 2-like
hsa:102725165	uncharacterized LOC102725165
hsa:101929973	uncharacterized LOC101929973
hsa:101929970	CHRNA7-FAM7A fusion protein-like
hsa:102725050	uncharacterized LOC102725050
hsa:101929988	uncharacterized LOC101929988
hsa:101929993	uncharacterized LOC101929993
hsa:101930097	uncharacterized LOC101930097
hsa:102725248	uncharacterized LOC102725248
hsa:100996413	uncharacterized LOC100996413
hsa:101060580	uncharacterized LOC101060580
hsa:101060588	uncharacterized LOC101060588
hsa:102725106	uncharacterized LOC102725106
hsa:102725240	uncharacterized LOC102725240
hsa:102724135	uncharacterized LOC102724135
hsa:102725249	chondroitin sulfate proteoglycan 4-like
hsa:102725255	uncharacterized LOC102725255
hsa:102725155	uncharacterized LOC102725155
hsa:101060703	trichohyalin-like
hsa:102725173	uncharacterized LOC102725173
hsa:101929845	uncharacterized LOC101929845
hsa:102725178	uncharacterized LOC102725178
hsa:102725184	uncharacterized LOC102725184
hsa:101929989	lipopolysaccharide-induced tumor necrosis factor-alpha factor-like
hsa:101060429	polycystin-1-like
hsa:101930075	polycystin-1-like
hsa:101060604	putative L-type amino acid transporter 1-like protein IMAA-like
hsa:102725125	serine/threonine-protein kinase SMG1-like
hsa:101930115	von Willebrand factor A domain-containing protein 3A-like
hsa:102725138	uncharacterized LOC102725138
hsa:101930123	eukaryotic elongation factor 2 kinase-like; K08292 elongation factor 2 kinase [EC:2.7.11.20]
hsa:101060521	DNA-directed RNA polymerase III subunit RPC5-like; K14721 DNA-directed RNA polymerase III subunit RPC5
hsa:101060405	RNA polymerase I-specific transcription initiation factor RRN3-like
hsa:101060399	cerebellar degeneration-related protein 2-like
hsa:102725157	nuclear pore complex-interacting protein family member B4-like
hsa:101060424	otoancorin-like
hsa:101929849	SAGA-associated factor 29 homolog
hsa:101929857	sulfotransferase 1A3/1A4-like; K01014 aryl sulfotransferase [EC:2.8.2.1]
hsa:101929864	structure-specific endonuclease subunit SLX1-like
hsa:102725214	bolA-like protein 2-like
hsa:102725218	uncharacterized LOC102725218
hsa:101929880	nicotinate-nucleotide pyrophosphorylase [carboxylating]-like
hsa:101929889	leukosialin-like; K06477 sialophorin
hsa:102725225	transmembrane protein C16orf54-like
hsa:101060275	nuclear pore complex-interacting protein family member B4-like
hsa:101929910	nuclear pore complex-interacting protein family member B4-like
hsa:101929894	uncharacterized LOC101929894
hsa:101929183	serine/arginine repetitive matrix protein 1-like
hsa:101930013	polycystin-1-like
hsa:101060386	serine/threonine-protein kinase SMG1-like
hsa:101060596	serine/threonine-protein kinase SMG1-like
hsa:102725095	putative L-type amino acid transporter 1-like protein MLAS-like
hsa:102725101	uncharacterized LOC102725101
hsa:102725102	uncharacterized LOC102725102
hsa:102725116	uncharacterized LOC102725116
hsa:102725168	uncharacterized LOC102725168
hsa:102725092	putative GPI-anchored protein PB15E9.01c-like
hsa:102725096	proline-rich protein 2-like
hsa:101930112	uncharacterized LOC101930112
hsa:101930117	uncharacterized LOC101930117
hsa:102725114	uncharacterized LOC102725114
hsa:101930124	uncharacterized LOC101930124
hsa:101930130	uncharacterized LOC101930130
hsa:101930131	uncharacterized LOC101930131
hsa:101059936	putative uncharacterized protein encoded by LINC00174-like
hsa:101060546	uncharacterized LOC101060546
hsa:102725226	uncharacterized LOC102725226
hsa:100996842	uncharacterized LOC100996842
hsa:102725256	uncharacterized LOC102725256
hsa:101929865	uncharacterized LOC101929865
hsa:101060602	multidrug and toxin extrusion protein 2-like
hsa:102725111	uncharacterized LOC102725111
hsa:101929997	uncharacterized LOC101929997
hsa:101929841	uncharacterized LOC101929841
hsa:101929950	puromycin-sensitive aminopeptidase-like protein-like
hsa:102725238	uncharacterized LOC102725238
hsa:102725132	uncharacterized LOC102725132
hsa:101930160	uncharacterized LOC101930160
hsa:646021	uncharacterized LOC646021
hsa:101060400	ankyrin repeat domain-containing protein 34A-like
hsa:101929936	uncharacterized LOC101929936
hsa:101929941	zinc finger homeobox protein 4-like
hsa:102725063	uncharacterized LOC102725063
hsa:101930017	transcription initiation factor TFIID subunit 4-like
hsa:102725227	uncharacterized LOC102725227
hsa:101930165	RNA polymerase II transcription factor SIII subunit A3-like
hsa:102725042	RNA polymerase II transcription factor SIII subunit A3-like
hsa:101930171	RNA polymerase II transcription factor SIII subunit A3-like
hsa:101929838	uncharacterized LOC101929838
hsa:102725060	RNA polymerase II transcription factor SIII subunit A3-like
hsa:101929858	RNA polymerase II transcription factor SIII subunit A3-like
hsa:101929870	RNA polymerase II transcription factor SIII subunit A3-like
hsa:101060464	RNA polymerase II transcription factor SIII subunit A3-like
hsa:102725148	uncharacterized LOC102725148
hsa:101929955	uncharacterized LOC101929955
hsa:101929990	collagen alpha-5(IV) chain-like
hsa:101929875	uncharacterized LOC101929875
hsa:102725175	uncharacterized LOC102725175
hsa:102725180	uncharacterized LOC102725180
hsa:102725254	uncharacterized LOC102725254
hsa:101929991	putative zinc finger protein 66-like
hsa:102725081	uncharacterized LOC102725081
hsa:101930062	uncharacterized LOC101930062
hsa:102725176	uncharacterized LOC102725176
hsa:101930134	uncharacterized LOC101930134
hsa:102725206	uncharacterized LOC102725206
hsa:102725216	uncharacterized LOC102725216
hsa:102725221	uncharacterized LOC102725221
hsa:101930064	collagen alpha-1(I) chain-like
hsa:102725201	uncharacterized LOC102725201
hsa:101929876	40S ribosomal protein S26-like; K02976 small subunit ribosomal protein S26e
hsa:101930089	uncharacterized LOC101930089
hsa:101930094	uncharacterized LOC101930094
hsa:102725065	uncharacterized LOC102725065
hsa:102725085	uncharacterized LOC102725085
hsa:102725091	N66 matrix protein-like
hsa:102725097	putative uncharacterized protein encoded by LINC00205-like
hsa:101929839	uncharacterized LOC101929839
hsa:102725127	uncharacterized LOC102725127
hsa:102725136	putative zinc finger protein ENSP00000328166-like
hsa:102725067	uncharacterized LOC102725067
hsa:102725072	uncharacterized LOC102725072
hsa:101930073	putative uncharacterized protein LOC388882-like
hsa:102725131	putative uncharacterized protein LOC388882-like
hsa:100132705	immunoglobulin superfamily member 3-like
hsa:102725059	uncharacterized LOC102725059
hsa:339685	uncharacterized LOC339685
hsa:100652871	glutathione S-transferase theta-4-like
hsa:102725204	glutathione S-transferase theta-1-like
hsa:101930166	uncharacterized LOC101930166
hsa:102725222	uncharacterized LOC102725222
hsa:101929930	uncharacterized LOC101929930
hsa:102725137	uncharacterized LOC102725137
hsa:101930012	uncharacterized LOC101930012
hsa:101060322	telomeric repeat-binding factor 1-like
hsa:101060328	uncharacterized LOC101060328
hsa:102725166	uncharacterized LOC102725166
hsa:102725187	uncharacterized LOC102725187
hsa:102725135	testis-specific protein TEX28-like
hsa:101930154	WAS protein family homolog 6-like
hsa:102725023	killer cell immunoglobulin-like receptor 2DS3-like
hsa:102725038	uncharacterized LOC102725038
hsa:102725040	uncharacterized LOC102725040
hsa:389834	ankyrin repeat domain 57 pseudogene
hsa:648987	uncharacterized LOC648987
hsa:102546228	uncharacterized LOC102546228
hsa:101929572	uncharacterized LOC101929572
hsa:101927655	ZASP; ZO-2 associated speckle protein
hsa:100996758	neuropeptide Y receptor type 4-like; K04206 neuropeptide Y receptor type 4
hsa:643355	uncharacterized LOC643355
hsa:388849	uncharacterized LOC388849
hsa:388780	uncharacterized LOC388780
hsa:643763	UG0898H09; uncharacterized LOC643763
hsa:11039	SMA4, SMA3, b55C20.2; glucuronidase, beta pseudogene
hsa:148696	uncharacterized LOC148696
hsa:100270746	uncharacterized LOC100270746
hsa:651430	FLJ38576; uncharacterized LOC651430
hsa:100130899	uncharacterized LOC100130899
hsa:100287042	uncharacterized LOC100287042
hsa:101593348	uncharacterized LOC101593348
hsa:644762	mitochondrial fission factor pseudogene
hsa:100131257	zinc finger protein 655 pseudogene
hsa:100506472	uncharacterized LOC100506472
hsa:100131626	uncharacterized LOC100131626
hsa:102800447	uncharacterized LOC102800447
hsa:100130075	SUZ RNA binding domain containing 1 pseudogene
hsa:246754	MTVR2; mouse mammary tumor virus receptor homolog 2
hsa:100129034	uncharacterized LOC100129034
hsa:728392	uncharacterized LOC728392
hsa:100507462	uncharacterized LOC100507462
hsa:100270804	uncharacterized LOC100270804
hsa:414927	MGC34796; sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase) pseudogene
hsa:440311	glioma tumor suppressor candidate region gene 2 pseudogene
hsa:729683	uncharacterized LOC729683
hsa:285692	uncharacterized LOC285692
hsa:157247	uncharacterized protein MGC27345
hsa:101929154	uncharacterized LOC101929154
hsa:100133315	transient receptor potential cation channel, subfamily C, member 2-like
hsa:440461	Rho GTPase activating protein 27 pseudogene
hsa:100507527	THEG5; testis highly expressed protein 5
hsa:100128124	HGC6.3; uncharacterized LOC100128124
hsa:100129361	chromosome X open reading frame 69-like
hsa:729220	FLJ45513; uncharacterized LOC729220
hsa:730159	uncharacterized LOC730159
hsa:84815	uncharacterized protein MGC12916
hsa:643387	TAR DNA binding protein pseudogene
hsa:649352	ubiquitin carboxyl-terminal hydrolase 17-like protein 2-like
hsa:55056	uncharacterized protein FLJ10038
hsa:100129917	uncharacterized LOC100129917
hsa:392232	transient receptor potential cation channel, subfamily A, member 1 pseudogene
hsa:441454	prothymosin, alpha pseudogene
hsa:728024	chromosome X open reading frame 56 pseudogene
hsa:100303749	LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae) pseudogene
hsa:100507634	uncharacterized LOC100507634
hsa:439994	uncharacterized LOC439994
hsa:102546229	uncharacterized LOC102546229
hsa:101409256	cell division cycle 42 pseudogene
hsa:100126784	uncharacterized LOC100126784
hsa:102724855	CTD-2151A2.1; uncharacterized LOC102724855
hsa:646743	uncharacterized LOC646743
hsa:729603	calcineurin-like EF-hand protein 1 pseudogene
hsa:392196	ubiquitin specific peptidase 17-like family member 2 pseudogene
hsa:90784	uncharacterized LOC90784
hsa:100499194	uncharacterized LOC100499194
hsa:646214	p21 protein (Cdc42/Rac)-activated kinase 2 pseudogene
hsa:101928436	uncharacterized LOC101928436
hsa:389895	chromosome 16 open reading frame 72-like
hsa:101927967	uncharacterized LOC101927967
hsa:729930	chromosome 11 open reading frame 74 pseudogene
hsa:100288524	WI2-2373I1.2; forkhead box L1-like
hsa:101927697	uncharacterized LOC101927697
hsa:100874164	LINC00417; long intergenic non-protein coding RNA 417
hsa:339622	uncharacterized LOC339622
hsa:100130992	uncharacterized LOC100130992
hsa:101927844	uncharacterized LOC101927844
hsa:101927572	uncharacterized LOC101927572
hsa:401127	WD repeat domain 5 pseudogene
hsa:100499489	uncharacterized LOC100499489
hsa:23574	PRG1; p53-responsive gene 1
hsa:90834	uncharacterized protein BC001742
hsa:100129083	uncharacterized LOC100129083
hsa:730183	uncharacterized LOC730183
hsa:392490	FLJ44635; TPT1-like protein
hsa:79948	LPPR3, LPR3, PRG-2, PRG2; lipid phosphate phosphatase-related protein type 3 (EC:3.1.3.4)
hsa:163404	LPPR5, PAP2, PAP2D, PRG5; lipid phosphate phosphatase-related protein type 5
hsa:64748	LPPR2, PRG4; lipid phosphate phosphatase-related protein type 2 (EC:3.1.3.4)
hsa:100505841	zinc finger protein 474-like
hsa:100289187	GS1-259H13.2; transmembrane protein 225-like
hsa:100289561	uncharacterized LOC100289561
hsa:100507577	uncharacterized LOC100507577
hsa:100240735	uncharacterized LOC100240735
hsa:100268168	uncharacterized LOC100268168
hsa:100507373	uncharacterized LOC100507373
hsa:100652768	uncharacterized LOC100652768
hsa:100652791	GS1-24F4.2; uncharacterized LOC100652791
hsa:26082	DKFZP434L187; uncharacterized LOC26082
hsa:400940	uncharacterized LOC400940
hsa:285074	anaphase promoting complex subunit 1 pseudogene
hsa:646626	uncharacterized LOC646626
hsa:100507600	uncharacterized LOC100507600
hsa:26070	DKFZP434K028; uncharacterized LOC26070
hsa:146880	Rho GTPase activating protein 27 pseudogene
hsa:202181	SUMO-interacting motifs containing 1 pseudogene
hsa:151174	uncharacterized LOC151174
hsa:150776	sphingomyelin phosphodiesterase 4, neutral membrane (neutral sphingomyelinase-3) pseudogene
hsa:642852	uncharacterized LOC642852
hsa:283922	pyruvate dehydrogenase phosphatase regulatory subunit pseudogene
hsa:645752	golgin A6 family, member A pseudogene
hsa:440040	glutamate receptor, metabotropic 5 pseudogene
hsa:285759	uncharacterized FLJ34503
hsa:285768	uncharacterized LOC285768
hsa:729467	HSD52; uncharacterized LOC729467
hsa:441369	FLJ46284; uncharacterized LOC441369
hsa:550113	uncharacterized LOC550113
hsa:728743	zinc finger protein pseudogene
hsa:654342	lymphocyte-specific protein 1 pseudogene
hsa:254896	uncharacterized LOC254896
hsa:253724	GNN; Grp94 neighboring nucleotidase pseudogene
hsa:400710	FLJ26850 protein
hsa:642366	uncharacterized LOC642366
hsa:100130964	ADAM metallopeptidase domain 3A-like
hsa:100287948	GM140; uncharacterized LOC100287948
hsa:149047	uncharacterized MGC27382
hsa:85371	KIAA1656 protein
hsa:100128568	uncharacterized LOC100128568
hsa:730971	FLJ36777; uncharacterized LOC730971
hsa:374443	C-type lectin domain family 2, member D pseudogene
hsa:100133050	glucuronidase, beta pseudogene
hsa:387628	KGFLP1; fibroblast growth factor 7 pseudogene
hsa:100288778	WAS protein family homolog 1 pseudogene
hsa:100133331	uncharacterized LOC100133331
hsa:100287704	uncharacterized LOC100287704
hsa:100287834	uncharacterized LOC100287834
hsa:497259	C18orf61; uncharacterized LOC497259
hsa:100996455	uncharacterized LOC100996455
hsa:100134317	uncharacterized LOC100134317
hsa:284412	uncharacterized LOC284412
hsa:389765	kinesin family member 27 pseudogene
hsa:643406	uncharacterized LOC643406
hsa:100133091	uncharacterized LOC100133091
hsa:650226	ankyrin repeat domain 26 pseudogene
hsa:101059948	uncharacterized LOC101059948
hsa:101180901	IPO11-LRRC70; IPO11-LRRC70 readthrough
hsa:643711	platelet-activating factor acetylhydrolase 1b, catalytic subunit 2 (30kDa) pseudogene
hsa:727751	golgin A2 pseudogene
